ensg.temp	genes.temp
ENSG00000064115.6	TM7SF3
ENSG00000152944.4	MED21
ENSG00000165935.5	SMCO2
ENSG00000087494.11	PTHLH
ENSG00000123106.6	CCDC91
ENSG00000087502.13	ERGIC2
ENSG00000133687.11	TMTC1
ENSG00000133704.5	IPO8
ENSG00000110888.13	CAPRIN2
ENSG00000013573.12	DDX11
ENSG00000174718.7	KIAA1551
ENSG00000151746.9	BICD1
ENSG00000139132.10	FGD4
ENSG00000139116.13	KIF21A
ENSG00000188906.9	LRRK2
ENSG00000151233.6	GXYLT1
ENSG00000134283.13	PPHLN1
ENSG00000139168.3	ZCRB1
ENSG00000139174.6	PRICKLE1
ENSG00000129317.10	PUS7L
ENSG00000184613.6	NELL2
ENSG00000111405.4	ENDOU
ENSG00000079337.11	RAPGEF3
ENSG00000268069.1	AC004466.1
ENSG00000111424.6	VDR
ENSG00000177875.3	C12orf68
ENSG00000187166.1	H1FNT
ENSG00000167528.8	ZNF641
ENSG00000269282.1	AC024257.1
ENSG00000177627.5	C12orf54
ENSG00000139620.8	KANSL2
ENSG00000174233.7	ADCY6
ENSG00000139537.6	CCDC65
ENSG00000134285.6	FKBP11
ENSG00000169884.9	WNT10B
ENSG00000167550.6	RHEBL1
ENSG00000139636.11	LMBR1L
ENSG00000167553.10	TUBA1C
ENSG00000135406.9	PRPH
ENSG00000135451.8	TROAP
ENSG00000135519.6	KCNH3
ENSG00000187778.9	MCRS1
ENSG00000135472.4	FAIM2
ENSG00000161800.8	RACGAP1
ENSG00000110881.7	ASIC1
ENSG00000139624.8	CERS5
ENSG00000050405.9	LIMA1
ENSG00000161813.16	LARP4
ENSG00000123268.4	ATF1
ENSG00000214511.3	HIGD1C
ENSG00000050426.11	LETMD1
ENSG00000184271.11	POU6F1
ENSG00000170545.12	SMAGP
ENSG00000110934.6	BIN2
ENSG00000139567.8	ACVRL1
ENSG00000135480.10	KRT7
ENSG00000170442.7	KRT86
ENSG00000170454.5	KRT75
ENSG00000170486.6	KRT72
ENSG00000189182.5	KRT77
ENSG00000111057.6	KRT18
ENSG00000063046.13	EIF4B
ENSG00000111077.13	TENC1
ENSG00000139651.9	ZNF740
ENSG00000139631.14	CSAD
ENSG00000094914.8	AAAS
ENSG00000185591.5	SP1
ENSG00000205352.6	PRR13
ENSG00000135390.13	ATP5G2
ENSG00000012822.11	CALCOCO1
ENSG00000123407.3	HOXC12
ENSG00000123415.10	SMUG1
ENSG00000139572.3	GPR84
ENSG00000170627.5	GTSF1
ENSG00000123360.7	PDE1B
ENSG00000170439.5	METTL7B
ENSG00000135424.11	ITGA7
ENSG00000135441.3	BLOC1S1
ENSG00000135437.5	RDH5
ENSG00000135404.7	CD63
ENSG00000123353.5	ORMDL2
ENSG00000185664.10	PMEL
ENSG00000123411.10	IKZF4
ENSG00000197728.5	RPS26
ENSG00000170515.9	PA2G4
ENSG00000196465.6	MYL6B
ENSG00000092841.14	MYL6
ENSG00000110944.4	IL23A
ENSG00000170581.9	STAT2
ENSG00000076067.7	RBMS2
ENSG00000166866.8	MYO1A
ENSG00000166881.5	TMEM194A
ENSG00000166888.6	STAT6
ENSG00000123329.13	ARHGAP9
ENSG00000240771.2	ARHGEF25
ENSG00000135502.12	SLC26A10
ENSG00000135454.9	B4GALNT1
ENSG00000111012.5	CYP27B1
ENSG00000123427.11	METTL21B
ENSG00000123297.12	TSFM
ENSG00000166896.3	XRCC6BP1
ENSG00000258231.1	RP11-362K2.2
ENSG00000118596.7	SLC16A7
ENSG00000135655.9	USP15
ENSG00000198673.6	FAM19A2
ENSG00000177990.7	DPY19L2
ENSG00000196935.4	SRGAP1
ENSG00000184575.7	XPOT
ENSG00000155957.12	TMBIM4
ENSG00000127311.5	HELB
ENSG00000111530.8	CAND1
ENSG00000111537.4	IFNG
ENSG00000111554.10	MDM1
ENSG00000111581.5	NUP107
ENSG00000135679.17	MDM2
ENSG00000135678.7	CPM
ENSG00000090382.2	LYZ
ENSG00000127337.2	YEATS4
ENSG00000127328.17	RAB3IP
ENSG00000111596.7	CNOT2
ENSG00000135643.4	KCNMB4
ENSG00000153233.8	PTPRR
ENSG00000139292.8	LGR5
ENSG00000139291.9	TMEM19
ENSG00000072657.4	TRHDE
ENSG00000253719.2	ATXN7L3B
ENSG00000180881.15	CAPS2
ENSG00000180481.6	GLIPR1L2
ENSG00000111615.8	KRR1
ENSG00000091039.12	OSBPL8
ENSG00000186908.10	ZDHHC17
ENSG00000175183.5	CSRP2
ENSG00000067715.9	SYT1
ENSG00000058272.11	PPP1R12A
ENSG00000165899.6	OTOGL
ENSG00000111046.3	MYF6
ENSG00000111052.3	LIN7A
ENSG00000139220.12	PPFIA2
ENSG00000198774.3	RASSF9
ENSG00000133636.6	NTS
ENSG00000198707.10	CEP290
ENSG00000139324.7	TMTC3
ENSG00000139323.9	POC1B
ENSG00000139330.5	KERA
ENSG00000205057.3	CLLU1OS
ENSG00000102189.12	EEA1
ENSG00000173598.9	NUDT4
ENSG00000177889.5	UBE2N
ENSG00000198015.8	MRPL42
ENSG00000258365.1	RP11-1105G2.3
ENSG00000173588.10	CCDC41
ENSG00000057704.6	TMCC3
ENSG00000180263.9	FGD6
ENSG00000028203.13	VEZT
ENSG00000136014.7	USP44
ENSG00000139343.6	SNRPF
ENSG00000139344.3	AMDHD1
ENSG00000084110.6	HAL
ENSG00000111144.5	LTA4H
ENSG00000059758.3	CDK17
ENSG00000245017.2	RP11-181C3.1
ENSG00000075415.8	SLC25A3
ENSG00000166130.10	IKBIP
ENSG00000120868.9	APAF1
ENSG00000075089.5	ACTR6
ENSG00000136021.13	SCYL2
ENSG00000139354.6	GAS2L3
ENSG00000120805.9	ARL1
ENSG00000111666.6	CHPT1
ENSG00000111670.10	GNPTAB
ENSG00000136048.9	DRAM1
ENSG00000120860.6	CCDC53
ENSG00000139352.3	ASCL1
ENSG00000136011.10	STAB2
ENSG00000111696.7	NT5DC3
ENSG00000166598.8	HSP90B1
ENSG00000204954.5	C12orf73
ENSG00000139372.10	TDG
ENSG00000120820.8	GLT8D2
ENSG00000255150.1	EID3
ENSG00000136052.5	SLC41A2
ENSG00000136051.9	KIAA1033
ENSG00000074590.9	NUAK1
ENSG00000166046.6	TCP11L2
ENSG00000151135.5	C12orf23
ENSG00000187855.5	ASCL4
ENSG00000198855.2	FICD
ENSG00000136003.11	ISCU
ENSG00000189046.6	ALKBH2
ENSG00000139445.13	FOXN4
ENSG00000110906.8	KCTD10
ENSG00000151148.9	UBE3B
ENSG00000139428.7	MMAB
ENSG00000111199.6	TRPV4
ENSG00000139433.5	GLTP
ENSG00000196510.8	ANAPC7
ENSG00000111229.11	ARPC3
ENSG00000122986.9	HVCN1
ENSG00000111249.9	CUX2
ENSG00000111275.8	ALDH2
ENSG00000089022.9	MAPKAPK5
ENSG00000198270.8	TMEM116
ENSG00000173064.6	HECTD4
ENSG00000089127.8	OAS1
ENSG00000135144.3	DTX1
ENSG00000139405.11	C12orf52
ENSG00000151176.3	PLBD2
ENSG00000139410.10	SDSL
ENSG00000122965.6	RBM19
ENSG00000089225.15	TBX5
ENSG00000123066.3	MED13L
ENSG00000171471.5	MAP1LC3B2
ENSG00000135119.10	RNFT2
ENSG00000174989.8	FBXW8
ENSG00000088992.13	TESC
ENSG00000135108.10	FBXO21
ENSG00000111445.9	RFC5
ENSG00000176871.4	WSB2
ENSG00000176834.9	VSIG10
ENSG00000135090.9	TAOK3
ENSG00000111725.6	PRKAB1
ENSG00000122966.9	CIT
ENSG00000089154.6	GCN1L1
ENSG00000089159.11	PXN
ENSG00000257218.1	GATC
ENSG00000111786.4	SRSF9
ENSG00000022840.11	RNF10
ENSG00000110871.10	COQ5
ENSG00000167272.6	POP5
ENSG00000157782.5	CABP1
ENSG00000122971.4	ACADS
ENSG00000157837.11	SPPL3
ENSG00000135100.13	HNF1A
ENSG00000157895.7	C12orf43
ENSG00000135124.10	P2RX4
ENSG00000139725.3	RHOF
ENSG00000139718.6	SETD1B
ENSG00000158104.7	HPD
ENSG00000110801.9	PSMD9
ENSG00000110987.4	BCL7A
ENSG00000158113.8	LRRC43
ENSG00000176383.8	B3GNT4
ENSG00000139719.5	VPS33A
ENSG00000033030.9	ZCCHC8
ENSG00000182782.7	HCAR2
ENSG00000255398.2	HCAR3
ENSG00000196917.4	HCAR1
ENSG00000111325.12	OGFOD2
ENSG00000130921.3	C12orf65
ENSG00000111328.2	CDK2AP1
ENSG00000150977.9	RILPL2
ENSG00000184209.14	SNRNP35
ENSG00000086598.6	TMED2
ENSG00000111364.11	DDX55
ENSG00000111361.8	EIF2B1
ENSG00000168778.7	TCTN2
ENSG00000185344.9	ATP6V0A2
ENSG00000197653.10	DNAH10
ENSG00000250091.2	DNAH10OS
ENSG00000119242.4	CCDC92
ENSG00000179195.11	ZNF664
ENSG00000081760.12	AACS
ENSG00000139364.6	TMEM132B
ENSG00000111432.4	FZD10
ENSG00000060709.9	RIMBP2
ENSG00000111450.9	STX2
ENSG00000061936.5	SFSWAP
ENSG00000177169.5	ULK1
ENSG00000185684.8	EP400NL
ENSG00000185163.5	DDX51
ENSG00000184967.2	NOC4L
ENSG00000112787.8	FBRSL1
ENSG00000187848.8	P2RX2
ENSG00000176915.10	ANKLE2
ENSG00000196458.6	ZNF605
ENSG00000198393.3	ZNF26
ENSG00000198040.6	ZNF84
ENSG00000214029.3	ZNF891
ENSG00000256223.1	ZNF10
ENSG00000255748.1	AC226150.4
ENSG00000196199.9	MPHOSPH8
ENSG00000165474.5	GJB2
ENSG00000165475.9	CRYL1
ENSG00000032742.13	IFT88
ENSG00000150459.8	SAP18
ENSG00000173141.4	MRP63
ENSG00000180776.11	ZDHHC20
ENSG00000102683.6	SGCG
ENSG00000151835.9	SACS
ENSG00000027001.7	MIPEP
ENSG00000205863.5	C1QTNF9B
ENSG00000240654.2	C1QTNF9
ENSG00000102699.5	PARP4
ENSG00000132972.14	RNF17
ENSG00000139505.10	MTMR6
ENSG00000132932.12	ATP8A2
ENSG00000180730.4	SHISA2
ENSG00000132964.7	CDK8
ENSG00000132970.8	WASF3
ENSG00000122034.8	GTF3A
ENSG00000122033.10	MTIF3
ENSG00000139517.6	LNX2
ENSG00000186184.11	POLR1D
ENSG00000183463.5	URAD
ENSG00000152520.9	PAN3
ENSG00000102755.6	FLT1
ENSG00000132938.14	MTUS2
ENSG00000189403.10	HMGB1
ENSG00000102802.5	MEDAG
ENSG00000175664.5	TEX26
ENSG00000120694.15	HSPH1
ENSG00000187676.7	B3GALTL
ENSG00000139618.10	BRCA2
ENSG00000083642.14	PDS5B
ENSG00000133116.6	KL
ENSG00000133121.16	STARD13
ENSG00000172915.14	NBEA
ENSG00000120669.11	SOHLH2
ENSG00000120664.6	SPG20OS
ENSG00000133111.3	RFXAP
ENSG00000120697.4	ALG5
ENSG00000133107.10	TRPC4
ENSG00000133103.12	COG6
ENSG00000269120.1	AL133318.1
ENSG00000102743.10	SLC25A15
ENSG00000102760.12	RGCC
ENSG00000102763.11	VWA8
ENSG00000023516.7	AKAP11
ENSG00000120675.4	DNAJC15
ENSG00000120658.8	ENOX1
ENSG00000151773.8	CCDC122
ENSG00000179630.6	LACC1
ENSG00000151778.6	SERP2
ENSG00000102804.10	TSC22D1
ENSG00000174032.12	SLC25A30
ENSG00000136152.10	COG3
ENSG00000136141.10	LRCH1
ENSG00000139684.9	ESD
ENSG00000102468.6	HTR2A
ENSG00000136143.9	SUCLA2
ENSG00000136146.10	MED4
ENSG00000136156.8	ITM2B
ENSG00000102543.10	CDADC1
ENSG00000102547.14	CAB39L
ENSG00000136169.12	SETDB2
ENSG00000136147.12	PHF11
ENSG00000136144.7	RCBTB1
ENSG00000123179.9	EBPL
ENSG00000123178.10	SPRYD7
ENSG00000204977.5	TRIM13
ENSG00000176124.7	DLEU1
ENSG00000136104.14	RNASEH2B
ENSG00000102786.10	INTS6
ENSG00000102796.6	DHRS12
ENSG00000123191.9	ATP7B
ENSG00000253710.1	ALG11
ENSG00000197168.7	NEK5
ENSG00000136098.12	NEK3
ENSG00000136100.8	VPS36
ENSG00000136108.10	CKAP2
ENSG00000165416.10	SUGT1
ENSG00000083544.9	TDRD3
ENSG00000197991.10	PCDH20
ENSG00000184226.10	PCDH9
ENSG00000165659.12	DACH1
ENSG00000136122.11	BORA
ENSG00000102554.9	KLF5
ENSG00000136111.8	TBC1D4
ENSG00000102805.9	CLN5
ENSG00000005812.6	FBXL3
ENSG00000005810.13	MYCBP2
ENSG00000152193.7	RNF219
ENSG00000139746.11	RBM26
ENSG00000179399.9	GPC5
ENSG00000183098.6	GPC6
ENSG00000080166.11	DCT
ENSG00000152749.7	GPR180
ENSG00000125257.9	ABCC4
ENSG00000134873.5	CLDN10
ENSG00000134874.13	DZIP1
ENSG00000102580.10	DNAJC3
ENSG00000102595.14	UGGT2
ENSG00000185352.7	HS6ST3
ENSG00000165621.4	OXGR1
ENSG00000139793.14	MBNL2
ENSG00000125249.6	RAP2A
ENSG00000102572.10	STK24
ENSG00000134882.11	UBAC2
ENSG00000125304.8	TM9SF2
ENSG00000125246.11	CLYBL
ENSG00000043355.6	ZIC2
ENSG00000125247.11	TMTC4
ENSG00000102466.11	FGF14
ENSG00000139780.7	METTL21C
ENSG00000134897.9	BIVM
ENSG00000134899.13	ERCC5
ENSG00000134884.9	ARGLU1
ENSG00000041515.11	MYO16
ENSG00000213995.7	CARKD
ENSG00000134905.12	CARS2
ENSG00000255874.1	LINC00346
ENSG00000102606.13	ARHGEF7
ENSG00000126217.16	MCF2L
ENSG00000057593.9	F7
ENSG00000126218.7	F10
ENSG00000126231.9	PROZ
ENSG00000139835.9	GRTP1
ENSG00000153531.8	ADPRHL1
ENSG00000150403.13	TMCO3
ENSG00000183087.10	GAS6
ENSG00000185989.9	RASA3
ENSG00000130177.10	CDC16
ENSG00000169062.10	UPF3A
ENSG00000198824.4	CHAMP1
ENSG00000136319.7	TTC5
ENSG00000100814.13	CCNB1IP1
ENSG00000129484.9	PARP2
ENSG00000129566.8	TEP1
ENSG00000185271.6	KLHL33
ENSG00000092094.6	OSGEP
ENSG00000198805.7	PNP
ENSG00000258818.2	RNASE4
ENSG00000169413.2	RNASE6
ENSG00000165794.5	SLC39A2
ENSG00000165795.16	NDRG2
ENSG00000100888.8	CHD8
ENSG00000092203.9	TOX4
ENSG00000129562.6	DAD1
ENSG00000155463.8	OXA1L
ENSG00000172590.14	MRPL52
ENSG00000197324.4	LRP10
ENSG00000100461.13	RBM23
ENSG00000100462.11	PRMT5
ENSG00000092036.12	HAUS4
ENSG00000129474.11	AJUBA
ENSG00000100802.10	C14orf93
ENSG00000100804.14	PSMB5
ENSG00000092068.14	SLC7A8
ENSG00000092096.10	SLC22A17
ENSG00000213983.7	AP1G2
ENSG00000100867.10	DHRS2
ENSG00000197775.1	DHRS4-AS1
ENSG00000157326.14	DHRS4
ENSG00000187630.10	DHRS4L2
ENSG00000100889.7	PCK2
ENSG00000129535.8	NRL
ENSG00000100908.9	EMC9
ENSG00000196497.11	IPO4
ENSG00000139908.10	TSSK4
ENSG00000092330.11	TINF2
ENSG00000157379.9	DHRS1
ENSG00000136305.7	CIDEB
ENSG00000213903.4	LTB4R
ENSG00000129467.9	ADCY4
ENSG00000129465.11	RIPK3
ENSG00000100441.5	KHNYN
ENSG00000139899.6	CBLN3
ENSG00000100445.12	SDR39U1
ENSG00000092009.6	CMA1
ENSG00000100448.3	CTSG
ENSG00000100453.8	GZMB
ENSG00000092108.16	SCFD1
ENSG00000092148.8	HECTD1
ENSG00000129493.10	HEATR5A
ENSG00000203546.3	RP11-176H8.1
ENSG00000129480.8	DTD2
ENSG00000165410.10	CFL2
ENSG00000100883.7	SRP54
ENSG00000151327.8	FAM177A1
ENSG00000100890.11	KIAA0391
ENSG00000092020.6	PPP2R3C
ENSG00000174373.11	RALGAPA1
ENSG00000151332.14	MBIP
ENSG00000151338.14	MIPOL1
ENSG00000176435.6	CLEC14A
ENSG00000182400.10	TRAPPC6B
ENSG00000150527.12	CTAGE5
ENSG00000165379.9	LRFN5
ENSG00000129534.9	MIS18BP1
ENSG00000253459.3	AL139099.1
ENSG00000165501.12	LRR1
ENSG00000165502.6	RPL36AL
ENSG00000214900.4	C14orf182
ENSG00000100483.9	VCPKMT
ENSG00000100485.7	SOS2
ENSG00000125375.10	ATP5S
ENSG00000012983.7	MAP4K5
ENSG00000100504.12	PYGL
ENSG00000139921.8	TMX1
ENSG00000186469.4	GNG2
ENSG00000087302.4	C14orf166
ENSG00000168229.3	PTGDR
ENSG00000125384.6	PTGER2
ENSG00000087301.4	TXNDC16
ENSG00000198252.7	STYX
ENSG00000073712.9	FERMT2
ENSG00000125378.11	BMP4
ENSG00000100528.7	CNIH1
ENSG00000131981.11	LGALS3
ENSG00000126775.8	ATG14
ENSG00000139946.5	PELI2
ENSG00000070269.9	TMEM260
ENSG00000053770.7	AP5M1
ENSG00000151812.10	SLC35F4
ENSG00000131966.9	ACTR10
ENSG00000268466.1	AL132989.1
ENSG00000139971.11	C14orf37
ENSG00000032219.14	ARID4A
ENSG00000196860.3	TOMM20L
ENSG00000126790.7	L3HYPDH
ENSG00000050130.13	JKAMP
ENSG00000139970.12	RTN1
ENSG00000126773.8	PCNXL4
ENSG00000100614.13	PPM1A
ENSG00000179008.4	C14orf39
ENSG00000126778.7	SIX1
ENSG00000100625.8	SIX4
ENSG00000020426.6	MNAT1
ENSG00000023608.4	SNAPC1
ENSG00000100714.11	MTHFD1
ENSG00000126804.9	ZBTB1
ENSG00000258289.3	CHURC1
ENSG00000139998.10	RAB15
ENSG00000257365.3	FNTB
ENSG00000033170.12	FUT8
ENSG00000258847.1	CTD-2014B16.3
ENSG00000171723.11	GPHN
ENSG00000100554.7	ATP6V1D
ENSG00000134001.8	EIF2S1
ENSG00000198133.4	TMEM229B
ENSG00000100564.4	PIGH
ENSG00000081181.3	ARG2
ENSG00000100568.6	VTI1B
ENSG00000139988.5	RDH12
ENSG00000182185.14	RAD51B
ENSG00000072110.9	ACTN1
ENSG00000029364.7	SLC39A9
ENSG00000175985.8	PLEKHD1
ENSG00000100647.7	KIAA0247
ENSG00000100650.11	SRSF5
ENSG00000133983.10	COX16
ENSG00000139985.5	ADAM21
ENSG00000134007.3	ADAM20
ENSG00000133997.7	MED6
ENSG00000133985.2	TTC9
ENSG00000006432.11	MAP3K9
ENSG00000100731.11	PCNX
ENSG00000119599.12	DCAF4
ENSG00000100767.11	PAPLN
ENSG00000184227.3	ACOT1
ENSG00000187105.4	HEATR4
ENSG00000119673.10	ACOT2
ENSG00000177465.4	ACOT4
ENSG00000176903.3	PNMA1
ENSG00000140043.7	PTGR2
ENSG00000119723.11	COQ6
ENSG00000156050.4	FAM161B
ENSG00000119636.11	CCDC176
ENSG00000119711.8	ALDH6A1
ENSG00000205659.6	LIN52
ENSG00000119614.2	VSX2
ENSG00000119688.16	ABCD4
ENSG00000119596.13	YLPM1
ENSG00000119608.8	PROX2
ENSG00000119689.10	DLST
ENSG00000198208.7	RPS6KL1
ENSG00000119718.6	EIF2B2
ENSG00000119640.4	ACYP1
ENSG00000119638.8	NEK9
ENSG00000170345.5	FOS
ENSG00000156127.6	BATF
ENSG00000119686.5	FLVCR2
ENSG00000119685.15	TTLL5
ENSG00000119699.3	TGFB3
ENSG00000089916.13	GPATCH2L
ENSG00000119715.10	ESRRB
ENSG00000071246.6	VASH1
ENSG00000100577.14	GSTZ1
ENSG00000100580.7	TMED8
ENSG00000165555.5	NOXRED1
ENSG00000119705.5	SLIRP
ENSG00000100603.9	SNW1
ENSG00000063761.11	ADCK1
ENSG00000021645.13	NRXN3
ENSG00000211448.7	DIO2
ENSG00000165409.11	TSHR
ENSG00000140022.5	STON2
ENSG00000185070.6	FLRT2
ENSG00000054983.12	GALC
ENSG00000140030.4	GPR65
ENSG00000042317.12	SPATA7
ENSG00000165521.11	EML5
ENSG00000053254.11	FOXN3
ENSG00000140025.11	EFCAB11
ENSG00000042088.9	TDP1
ENSG00000198668.6	CALM1
ENSG00000165914.10	TTC7B
ENSG00000015133.14	CCDC88C
ENSG00000133962.3	CATSPERB
ENSG00000165929.8	TC2N
ENSG00000100815.8	TRIP11
ENSG00000066427.17	ATXN3
ENSG00000183648.5	NDUFB1
ENSG00000165934.8	CPSF2
ENSG00000140090.13	SLC24A4
ENSG00000100599.11	RIN3
ENSG00000066455.8	GOLGA5
ENSG00000100605.12	ITPK1
ENSG00000089723.5	OTUB2
ENSG00000089737.11	DDX24
ENSG00000165948.6	IFI27L1
ENSG00000165949.8	IFI27
ENSG00000119632.3	IFI27L2
ENSG00000188488.9	SERPINA5
ENSG00000196136.12	SERPINA3
ENSG00000100697.10	DICER1
ENSG00000258572.1	RP11-1070N10.3
ENSG00000182512.4	GLRX5
ENSG00000100744.10	GSKIP
ENSG00000090060.13	PAPOLA
ENSG00000100749.3	VRK1
ENSG00000182218.5	HHIPL1
ENSG00000066629.12	EML1
ENSG00000196405.8	EVL
ENSG00000176473.9	WDR25
ENSG00000183092.11	BEGAIN
ENSG00000258512.1	RP11-796G6.2
ENSG00000022976.11	ZNF839
ENSG00000100865.10	CINP
ENSG00000075413.13	MARK3
ENSG00000166166.8	TRMT61A
ENSG00000126214.16	KLC1
ENSG00000166170.9	BAG5
ENSG00000256053.3	APOPT1
ENSG00000224997.1	AL049840.1
ENSG00000126215.9	XRCC3
ENSG00000100711.9	ZFYVE21
ENSG00000088808.12	PPP1R13B
ENSG00000156411.5	C14orf2
ENSG00000156414.14	TDRD9
ENSG00000166183.11	ASPG
ENSG00000203485.8	INF2
ENSG00000184990.8	SIVA1
ENSG00000142208.11	AKT1
ENSG00000099814.11	CEP170B
ENSG00000166428.8	PLD4
ENSG00000185567.6	AHNAK2
ENSG00000140104.9	C14orf79
ENSG00000183484.7	GPR132
ENSG00000184887.9	BTBD6
ENSG00000185347.13	C14orf80
ENSG00000153575.6	TUBGCP5
ENSG00000068793.13	CYFIP1
ENSG00000140157.10	NIPA2
ENSG00000170113.11	NIPA1
ENSG00000182636.4	NDN
ENSG00000273173.1	SNURF
ENSG00000206190.7	ATP10A
ENSG00000166206.9	GABRB3
ENSG00000104059.4	FAM189A1
ENSG00000261247.1	GOLGA8T
ENSG00000166664.9	CHRFAM7A
ENSG00000186399.8	GOLGA8R
ENSG00000261794.1	GOLGA8H
ENSG00000198690.5	FAN1
ENSG00000166912.12	MTMR10
ENSG00000169918.5	OTUD7A
ENSG00000175344.12	CHRNA7
ENSG00000206127.6	GOLGA8O
ENSG00000232653.4	GOLGA8N
ENSG00000198826.6	ARHGAP11A
ENSG00000166923.6	GREM1
ENSG00000248905.4	FMN1
ENSG00000169857.3	AVEN
ENSG00000128463.8	EMC4
ENSG00000140199.7	SLC12A6
ENSG00000182117.4	NOP10
ENSG00000215252.7	GOLGA8B
ENSG00000175265.13	GOLGA8A
ENSG00000021776.6	AQR
ENSG00000166068.8	SPRED1
ENSG00000128829.7	EIF2AK4
ENSG00000140319.6	SRP14
ENSG00000137843.7	PAK6
ENSG00000137841.7	PLCB2
ENSG00000188549.8	C15orf52
ENSG00000140323.4	DISP2
ENSG00000128944.9	KNSTRN
ENSG00000128928.4	IVD
ENSG00000140320.7	BAHD1
ENSG00000128891.11	C15orf57
ENSG00000137824.11	RMDN3
ENSG00000166140.13	ZFYVE19
ENSG00000137806.4	NDUFAF1
ENSG00000062524.11	LTK
ENSG00000103932.7	RPAP1
ENSG00000174197.12	MGA
ENSG00000137802.9	MAPKBP1
ENSG00000243789.6	JMJD7
ENSG00000243708.4	PLA2G4B
ENSG00000137877.8	SPTBN5
ENSG00000103966.5	EHD4
ENSG00000214013.5	GANC
ENSG00000092529.18	CAPN3
ENSG00000092531.5	SNAP23
ENSG00000180979.5	LRRC57
ENSG00000168806.6	LCMT2
ENSG00000168803.10	ADAL
ENSG00000140265.8	ZSCAN29
ENSG00000067369.9	TP53BP1
ENSG00000166762.12	CATSPER2
ENSG00000223572.5	CKMT1A
ENSG00000242866.5	STRC
ENSG00000128886.7	ELL3
ENSG00000140264.15	SERF2
ENSG00000166734.14	CASC4
ENSG00000104133.10	SPG11
ENSG00000229474.2	PATL2
ENSG00000185880.8	TRIM69
ENSG00000140279.8	DUOX2
ENSG00000140254.8	DUOXA1
ENSG00000137857.13	DUOX1
ENSG00000138606.15	SHF
ENSG00000171763.13	SPATA5L1
ENSG00000104154.5	SLC30A4
ENSG00000137767.9	SQRDL
ENSG00000166262.11	FAM227B
ENSG00000104047.10	DTWD1
ENSG00000104043.10	ATP8B4
ENSG00000138592.9	USP8
ENSG00000138600.5	SPPL2A
ENSG00000186417.9	GLDN
ENSG00000140280.9	LYSMD2
ENSG00000166477.8	LEO1
ENSG00000069966.14	GNB5
ENSG00000197535.10	MYO5A
ENSG00000128989.6	ARPP19
ENSG00000137876.5	RSL24D1
ENSG00000069974.11	RAB27A
ENSG00000069943.5	PIGB
ENSG00000260916.1	CCPG1
ENSG00000261652.2	C15orf65
ENSG00000256061.3	DYX1C1
ENSG00000166450.8	PRTG
ENSG00000181827.10	RFX7
ENSG00000255529.3	POLR2M
ENSG00000166035.6	LIPC
ENSG00000137845.10	ADAM10
ENSG00000128923.6	FAM63B
ENSG00000157456.3	CCNB2
ENSG00000171989.4	LDHAL6B
ENSG00000140299.7	BNIP2
ENSG00000171914.10	TLN2
ENSG00000140416.15	TPM1
ENSG00000103642.7	LACTB
ENSG00000185088.8	RPS27L
ENSG00000166128.8	RAB8B
ENSG00000074410.9	CA12
ENSG00000103657.9	HERC1
ENSG00000157734.9	SNX22
ENSG00000103671.5	TRIP4
ENSG00000180357.5	ZNF609
ENSG00000241839.5	PLEKHO2
ENSG00000166839.12	ANKDD1A
ENSG00000090487.6	SPG21
ENSG00000138615.4	CILP
ENSG00000103742.7	IGDCC4
ENSG00000138614.10	VWA9
ENSG00000166938.8	DIS3L
ENSG00000075131.5	TIPIN
ENSG00000174446.8	SNAPC5
ENSG00000174442.7	ZWILCH
ENSG00000188501.7	LCTL
ENSG00000259471.1	RP11-321F6.1
ENSG00000137764.15	MAP2K5
ENSG00000188779.6	SKOR1
ENSG00000033800.9	PIAS1
ENSG00000129007.10	CALML4
ENSG00000128973.7	CLN6
ENSG00000169018.5	FEM1B
ENSG00000137809.12	ITGA11
ENSG00000103647.8	CORO2B
ENSG00000137819.9	PAQR5
ENSG00000137831.10	UACA
ENSG00000166173.9	LARP6
ENSG00000166192.10	SENP8
ENSG00000066933.11	MYO9A
ENSG00000137817.12	PARP6
ENSG00000166233.8	ARIH1
ENSG00000159322.13	ADPGK
ENSG00000067141.12	NEO1
ENSG00000067221.9	STOML1
ENSG00000167178.11	ISLR2
ENSG00000248540.2	RP11-247C2.2
ENSG00000137868.14	STRA6
ENSG00000140459.13	CYP11A1
ENSG00000138629.11	UBL7
ENSG00000140465.9	CYP1A1
ENSG00000103653.12	CSK
ENSG00000140474.8	ULK3
ENSG00000140497.12	SCAMP2
ENSG00000178761.10	FAM219B
ENSG00000178718.5	RPP25
ENSG00000198794.7	SCAMP5
ENSG00000138621.7	PPCDC
ENSG00000140365.11	COMMD4
ENSG00000140398.9	NEIL1
ENSG00000140400.10	MAN2C1
ENSG00000169371.9	SNUPN
ENSG00000173548.8	SNX33
ENSG00000203392.2	AC105020.1
ENSG00000140367.7	UBE2Q2
ENSG00000140386.8	SCAPER
ENSG00000117906.9	RCN2
ENSG00000140368.8	PSTPIP1
ENSG00000140391.10	TSPAN3
ENSG00000173517.6	PEAK1
ENSG00000140382.10	HMG20A
ENSG00000136425.8	CIB2
ENSG00000103740.5	ACSBG1
ENSG00000140403.8	DNAJA4
ENSG00000136381.8	IREB2
ENSG00000041357.11	PSMA4
ENSG00000169684.9	CHRNA5
